pais;codigo;continente;ano;expectativa_vida;pib_per_capita;populacao
Seychelles;SYC;Africa;1998;69,9;13801,1875;77683
Sierra Leone;SLE;Africa;1998;42,8;882,7293091;4449981
Singapore;SGP;Asia;1998;78;33590,48047;3866296
Slovenia;SVN;Europe;1998;75,3;19851,05664;1988287
South Africa;ZAF;Africa;1998;60;7024,29541;45852172
South Korea;KOR;Asia;1998;75,5;19624,69141;46250260
Spain;ESP;Europe;1998;78,9;24284,86133;40362356
Sri Lanka;LKA;Asia;1998;72,1;5440,221191;18560806
Sweden;SWE;Europe;1998;79,4;31187,16406;8828629
Switzerland;CHE;Europe;1998;79,5;39890,53906;7108225
Syria;SYR;Asia;1998;70,2;8742,973633;15500556
Taiwan;TWN;Asia;1998;75,5;24131,2207;21913670
Tanzania;TZA;Africa;1998;50,9;1052,074951;32626500
Thailand;THA;Asia;1998;72,9;9077,748047;61745216
Togo;TGO;Africa;1998;54,2;1174,852661;4728298
Trinidad and Tobago;TTO;North America;1998;69,2;17013,75391;1322582
Tunisia;TUN;Africa;1998;73,2;6944,661133;9677147
Turkey;TUR;Asia;1998;71;11772,83008;62242200
Uganda;UGA;Africa;1998;47,2;1137,638184;22537658
United Kingdom;GBR;Europe;1998;77,3;30077,38477;58438320
United States;USA;North America;1998;76,7;43072,75781;275835008
Uruguay;URY;South America;1998;74,5;13744,32129;3262676
Venezuela;VEN;South America;1998;72,7;14739,05078;23503816
Vietnam;VNM;Asia;1998;72,1;2564,284424;77128424
Yemen;YEM;Asia;1998;61,4;4044,148438;17608138
Zambia;ZMB;Africa;1998;44,7;1308,951538;9372432
Zimbabwe;ZWE;Africa;1998;46,8;2369,019043;11548365
Afghanistan;AFG;Asia;1999;54,8;518,6578979;19262854
Albania;ALB;Europe;1999;75,2;4432,04248;3208265
Algeria;DZA;Africa;1999;70;6421,508301;30346086
Angola;AGO;Africa;1999;45,4;1899,415161;15870759
Argentina;ARG;South America;1999;73,7;14577,83203;36653032
Australia;AUS;Oceania;1999;79,3;35551,01953;18800892
Austria;AUT;Europe;1999;78;33608,29688;7991382
Bahrain;BHR;Asia;1999;75;15263,75781;692138
Bangladesh;BGD;Asia;1999;66,2;1412,981323;126754824
Barbados;BRB;North America;1999;74;12237,94824;264181
Belgium;BEL;Europe;1999;77,6;32571,67383;10224223
Benin;BEN;Africa;1999;56,5;1881,697144;6788596
Bolivia;BOL;South America;1999;61,9;4146,470703;8439057
Bosnia and Herzegovina;BIH;Europe;1999;75,1;7025,973145;4153006
Botswana;BWA;Africa;1999;51,7;7876,138672;1691561
Brazil;BRA;South America;1999;69,5;9441,758789;173486272
Bulgaria;BGR;Europe;1999;71,6;7921,765137;8162298
Burkina Faso;BFA;Africa;1999;50,3;1318,719849;11533557
Burundi;BDI;Africa;1999;47,5;772,3171997;6180189
Cambodia;KHM;Asia;1999;57,7;1586,210449;11899010
Cameroon;CMR;Africa;1999;52,7;1902,265991;14698975
Canada;CAN;North America;1999;78,9;35345,72266;30399776
Cape Verde;CPV;Africa;1999;67,6;3346,879883;449630
Central African Republic;CAF;Africa;1999;45,8;967,8432007;3655366
Chad;TCD;Africa;1999;47,4;733,781189;7981888
Chile;CHL;South America;1999;76;14846,41797;15176418
China;CHN;Asia;1999;71,4;4466,736328;1255433216
Colombia;COL;South America;1999;70,9;8382,139648;38585040
Comoros;COM;Africa;1999;58,8;1189,256714;526450
Congo;COG;Africa;1999;52,8;3925,686279;3016661
Costa Rica;CRI;North America;1999;77,1;9183,894531;3901431
Cote d'Ivoire;CIV;Africa;1999;51;2417,45752;16345895
Croatia;HRV;Europe;1999;74,1;12579,87695;4605329
Cuba;CUB;North America;1999;75,9;3623,595459;11070093
Cyprus;CYP;Europe;1999;76,3;21147,52539;931612
Democratic Republic of Congo;COD;Africa;1999;49,9;452,0043945;47227236
Denmark;DNK;Europe;1999;76,6;37523,42578;5319856
Djibouti;DJI;Africa;1999;56,4;1930,507813;719381
Dominica;DMA;North America;1999;70,6;5584,023926;68713
Dominican Republic;DOM;North America;1999;69,3;6419,78125;8411380
Ecuador;ECU;South America;1999;72,5;6884,79248;12412056
Egypt;EGY;Africa;1999;67,7;6211,015625;69907888
El Salvador;SLV;North America;1999;69,4;5263,886719;5923862
Equatorial Guinea;GNQ;Africa;1999;52,8;11690,13477;655039
Eswatini;SWZ;Africa;1999;48,7;4827,286133;1018383
Ethiopia;ETH;Africa;1999;49,4;761,9033203;65077584
Finland;FIN;Europe;1999;77,5;30986,88867;5165500
France;FRA;Europe;1999;78,8;32284,61133;58352208
Gabon;GAB;Africa;1999;60,8;10648,08984;1240778
Gambia;GMB;Africa;1999;56,8;1385,631836;1396505
Germany;DEU;Europe;1999;77,8;32087,60352;81556968
Ghana;GHA;Africa;1999;58;2066,741211;19176800
Greece;GRC;Europe;1999;78,3;20076,55859;10993861
Guatemala;GTM;North America;1999;66,9;5824,883301;11463503
Guinea;GIN;Africa;1999;52,4;1031,382446;8174900
Guinea-Bissau;GNB;Africa;1999;48;1256,08252;1206478
Haiti;HTI;North America;1999;58;1513,331787;8208943
Honduras;HND;North America;1999;68,4;3215,184814;6477370
Hong Kong;HKG;Asia;1999;80,3;31134,16602;6641959
Hungary;HUN;Europe;1999;71;12316,72363;10230263
Iceland;ISL;Europe;1999;79,2;32186,93164;277634
India;IND;Asia;1999;62,2;2707,740479;1040500032
Indonesia;IDN;Asia;1999;66,2;5186,713379;210996912
Iran;IRN;Asia;1999;69,3;8714,626953;64474748
Iraq;IRQ;Asia;1999;66,2;3157,112549;23820734
Ireland;IRL;Europe;1999;76,1;35377,16406;3719918
Israel;ISR;Asia;1999;78,7;24644,20508;5994091
Italy;ITA;Europe;1999;79,2;31340,48047;56945064
Jamaica;JAM;North America;1999;71;6485,322754;2596276
Japan;JPN;Asia;1999;80,6;32394,51563;126555064
Jordan;JOR;Asia;1999;71,7;7340,493652;4950778
Kenya;KEN;Africa;1999;54,5;1920,833862;29965128
Kuwait;KWT;Asia;1999;76,4;33351,19531;1877433
Laos;LAO;Asia;1999;57,9;2167,779541;5340060
Lebanon;LBN;Asia;1999;73,5;7147,554688;4250024
Lesotho;LSO;Africa;1999;50,1;1923,903198;1994247
Liberia;LBR;Africa;1999;50;848,4212036;2789749
Libya;LBY;Africa;1999;71,1;9064,067383;5058000
Luxembourg;LUX;Europe;1999;77,6;47061,10938;429352
Madagascar;MDG;Africa;1999;57,4;1206,893799;15730885
Malawi;MWI;Africa;1999;43,6;989,8358765;10973953
Malaysia;MYS;Asia;1999;72,3;12636,60742;22368652
Mali;MLI;Africa;1999;49,8;1192,316772;10916998
Malta;MLT;Europe;1999;77,9;19254,36523;395993
Mauritania;MRT;Africa;1999;60,8;1954,22937;2620616
Mauritius;MUS;Africa;1999;71,4;13572,68066;1205416
Mexico;MEX;North America;1999;73,2;11894,20313;96334808
Mongolia;MNG;Asia;1999;62,5;2801,861816;2428500
Montenegro;MNE;Europe;1999;72,8;5142,729004;633728
Morocco;MAR;Africa;1999;66,4;4720,771484;28176992
Mozambique;MOZ;Africa;1999;48,8;1301,576294;17337896
Myanmar;MMR;Asia;1999;59,9;1667,661255;45041644
Namibia;NAM;Africa;1999;53;5926,427734;1778280
Nepal;NPL;Asia;1999;62,1;1609,180298;24143162
Netherlands;NLD;Europe;1999;78;36409,07813;15812491
New Zealand;NZL;Oceania;1999;77,9;25867,99219;3833496
Nicaragua;NIC;North America;1999;67,1;2748,126953;5049885
Niger;NER;Africa;1999;48,7;736,9174805;11231469
Nigeria;NGA;Africa;1999;46,6;2034,827515;119695568
North Macedonia;MKD;Europe;1999;72,8;7732,046875;2023781
Norway;NOR;Europe;1999;78,4;51129,18359;4462148
Oman;OMN;Asia;1999;73,2;21519,67188;2312608
Pakistan;PAK;Asia;1999;61,7;3111,958496;149694464
Palestine;PSE;Asia;1999;70,9;6204,646484;3044490
Panama;PAN;North America;1999;73,6;9784,694336;2943124
Paraguay;PRY;South America;1999;69,6;5150,408691;5026035
Peru;PER;South America;1999;69,7;5945,195313;26252238
Philippines;PHL;Asia;1999;69,3;3917,088623;76249064
Poland;POL;Europe;1999;73;12058,41992;38354952
Portugal;PRT;Europe;1999;76,3;22589,92188;10233373
Puerto Rico;PRI;North America;1999;75,5;26186,29883;3810114
Romania;ROU;Europe;1999;70,6;6613,933105;22039006
Russia;RUS;Europe;1999;65,6;9340,029297;147336384
Rwanda;RWA;Africa;1999;44,6;975,8358765;8009586
Saint Lucia;LCA;North America;1999;70,7;7111,868652;158272
Sao Tome and Principe;STP;Africa;1999;61,4;2247,122314;141823
Saudi Arabia;SAU;Asia;1999;72,1;22058,57227;21009664
Senegal;SEN;Africa;1999;56,6;1978,096436;9478565
Serbia;SRB;Europe;1999;69,8;5532,541504;7959748
Seychelles;SYC;Africa;1999;69,5;14235,78711;78848
Sierra Leone;SLE;Africa;1999;42,1;814,123291;4475156
Singapore;SGP;Asia;1999;78,5;35156,11719;3966485
Slovenia;SVN;Europe;1999;75,7;20793,91797;1986263
South Africa;ZAF;Africa;1999;59,2;7234,285645;46364680
South Korea;KOR;Asia;1999;76;21540,69336;46520448
Spain;ESP;Europe;1999;78,9;25549,53906;40542232
Sri Lanka;LKA;Asia;1999;72,6;5488,515625;18670408
Sweden;SWE;Europe;1999;79,5;32705,21484;8848881
Switzerland;CHE;Europe;1999;79,7;41091,63672;7142199
Syria;SYR;Asia;1999;70,4;7960,291992;15901207
Taiwan;TWN;Asia;1999;75,7;25471,78125;22057216
Tanzania;TZA;Africa;1999;51,7;1100,353149;33499776
Thailand;THA;Asia;1999;72,5;9347,060547;62442652
Togo;TGO;Africa;1999;54,5;1183,012939;4867949
Trinidad and Tobago;TTO;North America;1999;68,4;18159,91602;1327067
Tunisia;TUN;Africa;1999;73,5;7297,474609;9788065
Turkey;TUR;Asia;1999;70,7;11151,67383;63185620
Uganda;UGA;Africa;1999;47,8;1185,431274;23279246
United Kingdom;GBR;Europe;1999;77,4;30932,53711;58635204
United States;USA;North America;1999;76,7;44575,84766;279181568
Uruguay;URY;South America;1999;74,8;13348,75586;3278965
Venezuela;VEN;South America;1999;72,3;13669,48438;23966964
Vietnam;VNM;Asia;1999;72,3;2641,348389;78123712
Yemen;YEM;Asia;1999;62;4080,218506;18114552
Zambia;ZMB;Africa;1999;44,7;1373,850952;9621248
Zimbabwe;ZWE;Africa;1999;45,2;2323,009277;11716452
Afghanistan;AFG;Asia;2000;55,3;502,3727112;19542986
Albania;ALB;Europe;2000;75,4;4808,479492;3182027
Algeria;DZA;Africa;2000;70,5;6834,553711;30774624
Angola;AGO;Africa;2000;46;2013,63623;16394067
Argentina;ARG;South America;2000;73,9;14368,94238;37070772
Australia;AUS;Oceania;2000;79,6;36603,04688;19017968
Austria;AUT;Europe;2000;78,2;34796,25781;8010425
Bahrain;BHR;Asia;2000;75,5;17021,72266;711446
Bangladesh;BGD;Asia;2000;65,8;1485,309204;129193336
Barbados;BRB;North America;2000;74,1;12600,02246;264663
Belgium;BEL;Europe;2000;77,8;33719,76953;10264351
Benin;BEN;Africa;2000;56,6;1908,936646;6998022
Bolivia;BOL;South America;2000;62,3;4173,549316;8592656
Bosnia and Herzegovina;BIH;Europe;2000;74,5;7082,035156;4179355
Botswana;BWA;Africa;2000;51;8044,14209;1726992
Brazil;BRA;South America;2000;69,7;9834,424805;175873712
Bulgaria;BGR;Europe;2000;71,6;8410,794922;8097694
Burkina Faso;BFA;Africa;2000;50,8;1275,481934;11882896
Burundi;BDI;Africa;2000;47,5;739,7609253;6307665
Cambodia;KHM;Asia;2000;58,6;1659,089111;12118844
Cameroon;CMR;Africa;2000;52,9;1961,087891;15091598
Canada;CAN;North America;2000;79,2;36942,5625;30683316
Cape Verde;CPV;Africa;2000;68,6;3583,586914;458258
Central African Republic;CAF;Africa;2000;45,4;963,946228;3759174
Chad;TCD;Africa;2000;47,4;716,0424194;8259144
Chile;CHL;South America;2000;76,9;15211,62305;15351803
China;CHN;Asia;2000;71,9;4730,354492;1264099072
Colombia;COL;South America;2000;71,3;8496,791992;39215136
Comoros;COM;Africa;2000;58,8;1204,402344;536762
Congo;COG;Africa;2000;53,7;4159,222656;3134034
Costa Rica;CRI;North America;2000;77,6;9319,766602;3979189
Cote d'Ivoire;CIV;Africa;2000;50,8;2352,856201;16799664
Croatia;HRV;Europe;2000;74,6;13244,54102;4548438
Cuba;CUB;North America;2000;76,2;4009,339844;11105799
Cyprus;CYP;Europe;2000;76,6;22326,79883;948238
Democratic Republic of Congo;COD;Africa;2000;51,8;414,0469055;48616328
Denmark;DNK;Europe;2000;76,8;39021,17578;5340662
Djibouti;DJI;Africa;2000;56,6;1880,998779;742046
Dominica;DMA;North America;2000;72,7;5696,955078;68365
Dominican Republic;DOM;North America;2000;69,4;6788,083984;8540790
Ecuador;ECU;South America;2000;72,8;6908,243164;12626511
Egypt;EGY;Africa;2000;68;6593,531738;71371368
El Salvador;SLV;North America;2000;69,9;5403,714844;5958482
Equatorial Guinea;GNQ;Africa;2000;53,2;12914,85156;684986
Eswatini;SWZ;Africa;2000;47,3;4894,520508;1030504
Ethiopia;ETH;Africa;2000;50,5;771,7315063;67031872
Finland;FIN;Europe;2000;77,7;32689,76953;5176208
France;FRA;Europe;2000;79;33409,67969;58665456
Gabon;GAB;Africa;2000;61,1;10637,7998;1272941
Gambia;GMB;Africa;2000;56,9;1440,861938;1437540
Germany;DEU;Europe;2000;78,1;33367,28516;81551680
Ghana;GHA;Africa;2000;58,2;2100,293213;19665506
Greece;GRC;Europe;2000;78,4;20965,33203;11038112
Guatemala;GTM;North America;2000;67,4;5860,271973;11735893
Guinea;GIN;Africa;2000;52,5;1046,567139;8336973
Guinea-Bissau;GNB;Africa;2000;50,1;1230,640625;1230855
Haiti;HTI;North America;2000;58,4;1520,729248;8360224
Honduras;HND;North America;2000;68,7;3335,715332;6656727
Hong Kong;HKG;Asia;2000;80,7;32894,01172;6731195
Hungary;HUN;Europe;2000;71,8;13129,27344;10202054
Iceland;ISL;Europe;2000;79,9;33108,28906;281469
India;IND;Asia;2000;62,7;2753,085449;1059633664
Indonesia;IDN;Asia;2000;66,4;5384,386719;214072416
Iran;IRN;Asia;2000;69,7;9104,762695;65544380
Iraq;IRQ;Asia;2000;66,8;3649,49292;24628860
Ireland;IRL;Europe;2000;76,5;38806,5;3768954
Israel;ISR;Asia;2000;78,9;26058,83984;6116955
Italy;ITA;Europe;2000;79,6;32716,98047;56966400
Jamaica;JAM;North America;2000;70,9;6531,284668;2612203
Japan;JPN;Asia;2000;81,2;33210,80859;126803864
Jordan;JOR;Asia;2000;71,9;7621,84082;5056172
Kenya;KEN;Africa;2000;54,4;1914,886353;30851604
Kuwait;KWT;Asia;2000;76,7;35844,74609;1934910
Laos;LAO;Asia;2000;58,4;2262,235596;5430862
Lebanon;LBN;Asia;2000;73,9;7405,707031;4320650
Lesotho;LSO;Africa;2000;48,4;1967,43335;1998632
Liberia;LBR;Africa;2000;51,4;971,9329834;2895229
Libya;LBY;Africa;2000;70,7;9770,980469;5154789
Luxembourg;LUX;Europe;2000;77,8;50063,82422;435634
Madagascar;MDG;Africa;2000;57,9;1238,776367;16216432
Malawi;MWI;Africa;2000;44,5;967,0872192;11229380
Malaysia;MYS;Asia;2000;72,8;13474,70117;22945152
Mali;MLI;Africa;2000;50,5;1153,046143;11239103
Malta;MLT;Europe;2000;77,6;20434,54883;399212
Mauritania;MRT;Africa;2000;61;1934,741943;2695018
Mauritius;MUS;Africa;2000;71,6;14272,30078;1215930
Mexico;MEX;North America;2000;73,6;12613,39648;97873448
Mongolia;MNG;Asia;2000;62,9;2936,062744;2450988
Montenegro;MNE;Europe;2000;74;6046,14209;633330
Morocco;MAR;Africa;2000;66,8;4753,638184;28554420
Mozambique;MOZ;Africa;2000;49,5;1196,014893;17768510
Myanmar;MMR;Asia;2000;60,2;1843,494507;45538340
Namibia;NAM;Africa;2000;52;5971,814941;1819148
Nepal;NPL;Asia;2000;62,6;1676,745605;24559504
Netherlands;NLD;Europe;2000;78,1;37899,94922;15899138
New Zealand;NZL;Oceania;2000;78,7;26823,01758;3855266
Nicaragua;NIC;North America;2000;67,2;2858,526855;5123223
Niger;NER;Africa;2000;49,3;693,3765259;11622673
Nigeria;NGA;Africa;2000;47,2;2144,825439;122851984
North Macedonia;MKD;Europe;2000;72,9;8083,789551;2037940
Norway;NOR;Europe;2000;78,7;54039,96094;4491204
Oman;OMN;Asia;2000;73,5;24186,36523;2344261
Pakistan;PAK;Asia;2000;62,1;3154,511719;154369920
Palestine;PSE;Asia;2000;70,4;5377,393555;3139950
Panama;PAN;North America;2000;74;9898,788086;3001738
Paraguay;PRY;South America;2000;69,8;4896,429688;5123817
Peru;PER;South America;2000;70,4;6038,244629;26654440
Philippines;PHL;Asia;2000;69,4;4033,560791;77958224
Poland;POL;Europe;2000;73,7;12732,16699;38504432
Portugal;PRT;Europe;2000;76,8;23372,04102;10300632
Puerto Rico;PRI;North America;2000;76;27392,45898;3827104
Romania;ROU;Europe;2000;71,3;7089,946289;21919882
Russia;RUS;Europe;2000;65,3;10552,88477;146844848
Rwanda;RWA;Africa;2000;47,1;1023,618225;8109994
Saint Lucia;LCA;North America;2000;70,8;7191,274902;159513
Sao Tome and Principe;STP;Africa;2000;61,7;2218,81958;143729
Saudi Arabia;SAU;Asia;2000;72,5;23904,51563;21547398
Senegal;SEN;Africa;2000;56,9;1983,524048;9704291
Serbia;SRB;Europe;2000;71,4;6059,583008;7935023
Seychelles;SYC;Africa;2000;69,7;14379,83203;80073
Sierra Leone;SLE;Africa;2000;45,1;828,7938843;4584074
Singapore;SGP;Asia;2000;79,1;37772,75781;4053602
Slovenia;SVN;Europe;2000;76,2;21501,33594;1984339
South Africa;ZAF;Africa;2000;58,5;7582,77832;46813272
South Korea;KOR;Asia;2000;76,5;23108,01758;46788588
Spain;ESP;Europe;2000;79,4;26994,85938;40741652
Sri Lanka;LKA;Asia;2000;70,4;5841,094238;18776374
Sweden;SWE;Europe;2000;79,7;34202,60547;8871042
Switzerland;CHE;Europe;2000;79,8;43251,10547;7182052
Syria;SYR;Asia;2000;70,8;7668,071777;16307659
Taiwan;TWN;Asia;2000;76,2;26787,44531;22194740
Tanzania;TZA;Africa;2000;52,4;1148,680176;34463704
Thailand;THA;Asia;2000;72,3;9627,104492;63066604
Togo;TGO;Africa;2000;54,7;1150,365845;5008043
Trinidad and Tobago;TTO;North America;2000;69,1;19179,91797;1332203
Tunisia;TUN;Africa;2000;73,7;7548,437988;9893326
Turkey;TUR;Asia;2000;71,9;11904,00781;64113548
Uganda;UGA;Africa;2000;48,3;1191,953857;24020710
United Kingdom;GBR;Europe;2000;77,9;31946,03711;58850044
United States;USA;North America;2000;76,8;45886,46875;282398560
Uruguay;URY;South America;2000;75;13050,06348;3292227
Venezuela;VEN;South America;2000;72,5;13992,6084;24427732
Vietnam;VNM;Asia;2000;72,5;2773,101563;79001144
Yemen;YEM;Asia;2000;62,6;4212,105469;18628704
Zambia;ZMB;Africa;2000;45,2;1428,502441;9891140
Zimbabwe;ZWE;Africa;2000;44,7;2211,196289;11834679
Afghanistan;AFG;Asia;2001;55,8;489,6820068;19688634
Albania;ALB;Europe;2001;75,6;5285,809082;3153615
Algeria;DZA;Africa;2001;70,8;7218,245605;31200984
Angola;AGO;Africa;2001;46,6;2162,485107;16941584
Argentina;ARG;South America;2001;74,2;13651,98145;37480492
Australia;AUS;Oceania;2001;80;37275,99219;19248146
Austria;AUT;Europe;2001;78,7;35272,22266;8039633
Bahrain;BHR;Asia;2001;75,9;18152,96289;730263
Bangladesh;BGD;Asia;2001;66,1;1551,196533;131670488
Barbados;BRB;North America;2001;74,2;12112,18066;265384
Belgium;BEL;Europe;2001;78,1;33923,34375;10309249
Benin;BEN;Africa;2001;56,7;1928,096558;7212043
Bolivia;BOL;South America;2001;62,8;4166,491699;8746087
Bosnia and Herzegovina;BIH;Europe;2001;75,1;7129,386719;4194941
Botswana;BWA;Africa;2001;50,7;8082,82373;1761940
Brazil;BRA;South America;2001;70,2;9953,30957;178211888
Bulgaria;BGR;Europe;2001;71,9;8832,291016;8034863
Burkina Faso;BFA;Africa;2001;51,1;1283,382202;12249767
Burundi;BDI;Africa;2001;48,4;730,4277954;6465731
Cambodia;KHM;Asia;2001;60;1726,471313;12338198
Cameroon;CMR;Africa;2001;53,1;2028,547363;15493256
Canada;CAN;North America;2001;79,5;37307,20703;31002768
Cape Verde;CPV;Africa;2001;69,9;3799,032715;465970
Central African Republic;CAF;Africa;2001;45,4;952,5117798;3844780
Chad;TCD;Africa;2001;47,8;783,0551758;8538806
Chile;CHL;South America;2001;76,8;15448,00879;15523973
China;CHN;Asia;2001;72,6;4995,144531;1272739584
Colombia;COL;South America;2001;71,5;8528,033203;39837876
Comoros;COM;Africa;2001;59,2;1217,499146;547757
Congo;COG;Africa;2001;54,4;4256,655273;3254105
Costa Rica;CRI;North America;2001;77,5;9451,615234;4053223
Cote d'Ivoire;CIV;Africa;2001;50,8;2342,827393;17245470
Croatia;HRV;Europe;2001;74,6;13817,68066;4506760
Cuba;CUB;North America;2001;76,4;4231,32373;11139130
Cyprus;CYP;Europe;2001;77;23095,73633;964838
Democratic Republic of Congo;COD;Africa;2001;52,1;403,6018982;50106660
Denmark;DNK;Europe;2001;77;39425,86328;5360753
Djibouti;DJI;Africa;2001;56,9;1845,699097;765496
Dominica;DMA;North America;2001;71,7;5799,816406;68171
Dominican Republic;DOM;North America;2001;69,6;6917,030273;8669038
Ecuador;ECU;South America;2001;73,2;7131,193848;12845523
Egypt;EGY;Africa;2001;68,3;6914,937012;72854256
El Salvador;SLV;North America;2001;69,6;5550,187012;5988102
Equatorial Guinea;GNQ;Africa;2001;53,6;21167,74219;719283
Eswatini;SWZ;Africa;2001;46;4976,904785;1041400
Ethiopia;ETH;Africa;2001;51;783,8964233;69018936
Finland;FIN;Europe;2001;78,1;33481,67969;5188007
France;FRA;Europe;2001;79,2;33920,09766;59014776
Gabon;GAB;Africa;2001;61,3;11104,55273;1306593
Gambia;GMB;Africa;2001;57;1495,091797;1479456
Germany;DEU;Europe;2001;78,4;34260,28906;81514568
Ghana;GHA;Africa;2001;58,1;2143,106201;20195584
Greece;GRC;Europe;2001;78,8;21913,79688;11072182
Guatemala;GTM;North America;2001;67,9;5882,719727;12009197
Guinea;GIN;Africa;2001;52,7;1090,651978;8445722
Guinea-Bissau;GNB;Africa;2001;50,4;1233,072021;1257390
Haiti;HTI;North America;2001;58,5;1501,102539;8511728
Honduras;HND;North America;2001;69;3365,23291;6837861
Hong Kong;HKG;Asia;2001;81,1;32734,20117;6801538
Hungary;HUN;Europe;2001;72,4;13933,56152;10177955
Iceland;ISL;Europe;2001;80,7;33794,45313;285245
India;IND;Asia;2001;63,1;2837,855469;1078970880
Indonesia;IDN;Asia;2001;66,8;5526,147461;217112432
Iran;IRN;Asia;2001;70;9620,626953;66674856
Iraq;IRQ;Asia;2001;67;4147,648438;25425666
Ireland;IRL;Europe;2001;77,1;40966,33203;3829019
Israel;ISR;Asia;2001;79,3;25427,32031;6237984
Italy;ITA;Europe;2001;79,9;33511,43359;56994992
Jamaica;JAM;North America;2001;70,8;6615,192871;2625410
Japan;JPN;Asia;2001;81,5;33246,39063;127065736
Jordan;JOR;Asia;2001;72,1;7982,740723;5163313
Kenya;KEN;Africa;2001;54,5;1972,381104;31800344
Kuwait;KWT;Asia;2001;76,9;37225,87109;1991676
Laos;LAO;Asia;2001;59,1;2365,103271;5519714
Lebanon;LBN;Asia;2001;74,4;7836,82666;4389201
Lesotho;LSO;Africa;2001;46,8;1997,357544;1999478
Liberia;LBR;Africa;2001;52,8;1097,249634;2981655
Libya;LBY;Africa;2001;70,9;10354,48242;5275920
Luxembourg;LUX;Europe;2001;78,2;50527,66406;441254
